user_id,food_id,like
74,131,0
74,132,1
74,133,0
74,134,1
74,135,0
74,136,0
74,137,1
74,138,0
74,139,1
74,140,1
74,141,1
74,142,0
74,143,0
75,1,1
75,2,1
75,3,1
75,4,0
75,5,1
75,6,1
75,7,0
75,8,0
75,9,1
75,10,1
75,11,0
75,12,1
75,13,0
75,14,0
75,15,0
75,16,0
75,17,0
75,18,1
75,19,1
75,20,0
75,21,0
75,22,0
75,23,0
75,24,1
75,25,1
75,26,1
75,27,1
75,28,1
75,29,0
75,30,0
75,31,0
75,32,1
75,33,0
75,34,1
75,35,0
75,36,1
75,37,0
75,38,0
75,39,0
75,40,1
75,41,1
75,42,0
75,43,1
75,44,1
75,45,1
75,46,0
75,47,0
75,48,1
75,49,1
75,50,0
75,51,0
75,52,1
75,53,0
75,54,1
75,55,0
75,56,1
75,57,0
75,58,1
75,59,0
75,60,1
75,61,1
75,62,0
75,63,1
75,64,0
75,65,1
75,66,1
75,67,0
75,68,0
75,69,0
75,70,1
75,71,1
75,72,0
75,73,0
75,74,0
75,75,1
75,76,1
75,77,1
75,78,0
75,79,0
75,80,0
75,81,1
75,82,0
75,83,1
75,84,0
75,85,0
75,86,1
75,87,0
75,88,0
75,89,1
75,90,0
75,91,0
75,92,0
75,93,0
75,94,1
75,95,1
75,96,1
75,97,1
75,98,1
75,99,1
75,100,1
75,101,0
75,102,1
75,103,1
75,104,1
75,105,1
75,106,1
75,107,0
75,108,0
75,109,1
75,110,1
75,111,0
75,112,0
75,113,1
75,114,0
75,115,1
75,116,0
75,117,0
75,118,0
75,119,0
75,120,1
75,121,0
75,122,1
75,123,0
75,124,1
75,125,0
75,126,0
75,127,1
75,128,0
75,129,1
75,130,0
75,131,1
75,132,1
75,133,1
75,134,0
75,135,0
75,136,1
75,137,0
75,138,1
75,139,0
75,140,1
75,141,0
75,142,0
75,143,1
76,1,0
76,2,0
76,3,0
76,4,0
76,5,1
76,6,1
76,7,1
76,8,1
76,9,0
76,10,1
76,11,1
76,12,1
76,13,0
76,14,0
76,15,1
76,16,0
76,17,1
76,18,1
76,19,0
76,20,1
76,21,0
76,22,0
76,23,1
76,24,0
76,25,0
76,26,0
76,27,1
76,28,1
76,29,0
76,30,1
76,31,0
76,32,0
76,33,1
76,34,1
76,35,0
76,36,0
76,37,1
76,38,0
76,39,0
76,40,0
76,41,1
76,42,1
76,43,0
76,44,1
76,45,1
76,46,1
76,47,1
76,48,0
76,49,0
76,50,0
76,51,1
76,52,0
76,53,1
76,54,1
76,55,0
76,56,0
76,57,0
76,58,0
76,59,1
76,60,0
76,61,1
76,62,1
76,63,0
76,64,0
76,65,0
76,66,1
76,67,1
76,68,1
76,69,1
76,70,1
76,71,0
76,72,0
76,73,0
76,74,1
76,75,0
76,76,0
76,77,0
76,78,0
76,79,0
76,80,0
76,81,0
76,82,1
76,83,0
76,84,1
76,85,0
76,86,1
76,87,1
76,88,1
76,89,1
76,90,0
76,91,0
76,92,0
76,93,1
76,94,0
76,95,1
76,96,1
76,97,0
76,98,0
76,99,1
76,100,0
76,101,1
76,102,1
76,103,1
76,104,0
76,105,1
76,106,0
76,107,0
76,108,1
76,109,1
76,110,1
76,111,0
76,112,0
76,113,0
76,114,0
76,115,1
76,116,1
76,117,1
76,118,0
76,119,0
76,120,0
76,121,1
76,122,1
76,123,0
76,124,1
76,125,0
76,126,0
76,127,1
76,128,0
76,129,0
76,130,0
76,131,1
76,132,1
76,133,1
76,134,0
76,135,1
76,136,1
76,137,1
76,138,0
76,139,1
76,140,0
76,141,1
76,142,1
76,143,0
77,1,0
77,2,0
77,3,0
77,4,1
77,5,1
77,6,1
77,7,0
77,8,0
77,9,0
77,10,0
77,11,1
77,12,1
77,13,1
77,14,1
77,15,1
77,16,1
77,17,0
77,18,1
77,19,1
77,20,1
77,21,0
77,22,1
77,23,1
77,24,1
77,25,0
77,26,1
77,27,0
77,28,0
77,29,1
77,30,0
77,31,1
77,32,1
77,33,1
77,34,1
77,35,1
77,36,1
77,37,0
77,38,0
77,39,1
77,40,1
77,41,1
77,42,1
77,43,1
77,44,0
77,45,1
77,46,1
77,47,0
77,48,1
77,49,1
77,50,0
77,51,1
77,52,1
77,53,0
77,54,0
77,55,0
77,56,0
77,57,0
77,58,0
77,59,1
77,60,1
77,61,0
77,62,0
77,63,0
77,64,0
77,65,0
77,66,0
77,67,0
77,68,1
77,69,0
77,70,0
77,71,1
77,72,0
77,73,1
77,74,1
77,75,1
77,76,0
77,77,1
77,78,0
77,79,1
77,80,1
77,81,0
77,82,0
77,83,0
77,84,0
77,85,0
77,86,1
77,87,0
77,88,0
77,89,1
77,90,0
77,91,0
77,92,0
77,93,1
77,94,1
77,95,1
77,96,0
77,97,0
77,98,1
77,99,0
77,100,1
77,101,1
77,102,0
77,103,1
77,104,1
77,105,1
77,106,1
77,107,0
77,108,1
77,109,1
77,110,0
77,111,1
77,112,0
77,113,0
77,114,1
77,115,1
77,116,1
77,117,0
77,118,0
77,119,0
77,120,0
77,121,0
77,122,1
77,123,0
77,124,0
77,125,1
77,126,1
77,127,1
77,128,1
77,129,0
77,130,0
77,131,1
77,132,0
77,133,1
77,134,1
77,135,1
77,136,0
77,137,0
77,138,0
77,139,0
77,140,1
77,141,1
77,142,0
77,143,0
78,1,1
78,2,0
78,3,1
78,4,0
78,5,1
78,6,1
78,7,0
78,8,1
78,9,0
78,10,1
78,11,0
78,12,1
78,13,0
78,14,0
78,15,1
78,16,1
78,17,1
78,18,1
78,19,1
78,20,0
78,21,0
78,22,0
78,23,0
78,24,0
78,25,1
78,26,0
78,27,1
78,28,1
78,29,1
78,30,0
78,31,1
78,32,1
78,33,0
78,34,1
78,35,1
78,36,0
78,37,0
78,38,0
78,39,1
78,40,1
78,41,0
78,42,1
78,43,1
78,44,1
78,45,1
78,46,0
78,47,0
78,48,1
78,49,0
78,50,1
78,51,0
78,52,1
78,53,0
78,54,1
78,55,0
78,56,1
78,57,0
78,58,1
78,59,1
78,60,1
78,61,1
78,62,1
78,63,0
78,64,1
78,65,1
78,66,1
78,67,1
78,68,0
78,69,0
78,70,1
78,71,0
78,72,1
78,73,1
78,74,1
78,75,1
78,76,1
78,77,0
78,78,0
78,79,1
78,80,1
78,81,1
78,82,0
78,83,0
78,84,0
78,85,0
78,86,1
78,87,1
78,88,0
78,89,1
78,90,1
78,91,0
78,92,1
78,93,1
78,94,0
78,95,0
78,96,1
78,97,0
78,98,1
78,99,1
78,100,1
78,101,0
78,102,0
78,103,1
78,104,1
78,105,0
78,106,1
78,107,1
78,108,1
78,109,0
78,110,1
78,111,1
78,112,1
78,113,0
78,114,1
78,115,0
78,116,0
78,117,0
78,118,1
78,119,0
78,120,0
78,121,0
78,122,0
78,123,0
78,124,1
78,125,0
78,126,1
78,127,1
78,128,0
78,129,1
78,130,1
78,131,0
78,132,1
78,133,1
78,134,1
78,135,0
78,136,0
78,137,0
78,138,1
78,139,0
78,140,0
78,141,0
78,142,0
78,143,0
79,1,1
79,2,1
79,3,1
79,4,1
79,5,1
79,6,1
79,7,1
79,8,1
79,9,1
79,10,0
79,11,1
79,12,1
79,13,1
79,14,0
79,15,0
79,16,1
79,17,0
79,18,0
79,19,1
79,20,0
79,21,1
79,22,0
79,23,1
79,24,1
79,25,1
79,26,1
79,27,0
79,28,1
79,29,1
79,30,1
79,31,1
79,32,0
79,33,1
79,34,1
79,35,0
79,36,0
79,37,1
79,38,0
79,39,1
79,40,0
79,41,0
79,42,1
79,43,0
79,44,0
79,45,0
79,46,0
79,47,0
79,48,0
79,49,1
79,50,0
79,51,0
79,52,0
79,53,0
79,54,0
79,55,0
79,56,0
79,57,1
79,58,0
79,59,0
79,60,0
79,61,1
79,62,0
79,63,1
79,64,0
79,65,0
79,66,1
79,67,0
79,68,1
79,69,0
79,70,1
79,71,1
79,72,0
79,73,1
79,74,0
79,75,0
79,76,0
79,77,1
79,78,0
79,79,0
79,80,1
79,81,0
79,82,0
79,83,0
79,84,0
79,85,0
79,86,0
79,87,1
79,88,0
79,89,0
79,90,0
79,91,1
79,92,1
79,93,1
79,94,0
79,95,0
79,96,1
79,97,0
79,98,1
79,99,0
79,100,0
79,101,1
79,102,1
79,103,1
79,104,1
79,105,1
79,106,1
79,107,0
79,108,0
79,109,1
79,110,1
79,111,1
79,112,1
79,113,1
79,114,0
79,115,0
79,116,1
79,117,0
79,118,1
79,119,0
79,120,1
79,121,0
79,122,0
79,123,0
79,124,0
79,125,1
79,126,0
79,127,0
79,128,1
79,129,0
79,130,0
79,131,0
79,132,0
79,133,0
79,134,1
79,135,0
79,136,0
79,137,0
79,138,1
79,139,0
79,140,0
79,141,1
79,142,0
79,143,1
80,1,0
80,2,0
80,3,0
80,4,1
80,5,1
80,6,0
80,7,1
80,8,0
80,9,0
80,10,0
80,11,0
80,12,1
80,13,0
80,14,1
80,15,1
80,16,0
80,17,1
80,18,0
80,19,0
80,20,0
80,21,0
80,22,0
80,23,1
80,24,1
80,25,1
80,26,0
80,27,1
80,28,0
80,29,0
80,30,1
80,31,1
80,32,0
80,33,1
80,34,0
80,35,0
80,36,1
80,37,0
80,38,0
80,39,1
80,40,1
80,41,0
80,42,0
80,43,1
80,44,1
80,45,1
80,46,1
80,47,1
80,48,1
80,49,1
80,50,1
80,51,0
80,52,0
80,53,1
80,54,1
80,55,0
80,56,0
80,57,1
80,58,0
80,59,0
80,60,1
80,61,0
80,62,1
80,63,1
80,64,1
80,65,0
80,66,0
80,67,0
80,68,0
80,69,0
80,70,0
80,71,1
80,72,0
80,73,0
80,74,1
80,75,1
80,76,1
80,77,0
80,78,0
80,79,1
80,80,0
80,81,0
80,82,1
80,83,0
80,84,1
80,85,1
80,86,0
80,87,1
80,88,0
80,89,0
80,90,0
80,91,0
80,92,1
80,93,1
80,94,1
80,95,0
80,96,0
80,97,0
80,98,0
80,99,0
80,100,0
80,101,1
80,102,0
80,103,0
80,104,1
80,105,1
80,106,0
80,107,0
80,108,0
80,109,0
80,110,1
80,111,1
80,112,1
80,113,1
80,114,0
80,115,1
80,116,1
80,117,1
80,118,1
80,119,1
80,120,0
80,121,0
80,122,0
80,123,1
80,124,0
80,125,1
80,126,1
80,127,1
80,128,1
80,129,0
80,130,0
80,131,1
80,132,0
80,133,0
80,134,1
80,135,0
80,136,1
80,137,0
80,138,1
80,139,0
80,140,1
80,141,1
80,142,0
80,143,0
81,1,1
81,2,1
81,3,1
81,4,1
81,5,0
81,6,0
81,7,0
81,8,1
81,9,1
81,10,1
81,11,0
81,12,1
81,13,1
81,14,1
81,15,0
81,16,1
81,17,1
81,18,1
81,19,0
81,20,1
81,21,0
81,22,1
81,23,0
81,24,1
81,25,0
81,26,0
81,27,0
81,28,1
81,29,1
81,30,0
81,31,0
81,32,0
81,33,0
81,34,1
81,35,0
81,36,1
81,37,0
81,38,0
81,39,0
81,40,1
81,41,1
81,42,1
81,43,0
81,44,1
81,45,1
81,46,1
81,47,0
81,48,1
81,49,1
81,50,0
81,51,1
81,52,1
81,53,0
81,54,0
81,55,0
81,56,1
81,57,1
81,58,1
81,59,0
81,60,0
81,61,0
81,62,1
81,63,1
81,64,1
81,65,0
81,66,1
81,67,0
81,68,0
81,69,0
81,70,0
81,71,1
81,72,1
81,73,1
81,74,1
81,75,0
81,76,0
81,77,0
81,78,1
81,79,1
81,80,1
81,81,0
81,82,0
81,83,0
81,84,0
81,85,0
81,86,1
81,87,1
81,88,0
81,89,0
81,90,1
81,91,0
81,92,0
81,93,1
81,94,0
81,95,1
81,96,0
81,97,1
81,98,1
81,99,0
81,100,0
81,101,0
81,102,0
81,103,1
81,104,1
81,105,1
81,106,0
81,107,0
81,108,1
81,109,0
81,110,0
81,111,1
81,112,0
81,113,1
81,114,1
81,115,1
81,116,0
81,117,1
81,118,1
81,119,1
81,120,1
81,121,1
81,122,1
81,123,0
81,124,1
81,125,1
81,126,1
81,127,0
81,128,0
81,129,1
81,130,0
81,131,1
81,132,1
81,133,1
81,134,0
81,135,0
81,136,0
81,137,0
81,138,0
81,139,0
81,140,0
81,141,1
81,142,0
81,143,0
82,1,1
82,2,1
82,3,0
82,4,0
82,5,1
82,6,0
82,7,0
82,8,1
82,9,1
82,10,0
82,11,1
82,12,0
82,13,0
82,14,1
82,15,0
82,16,0
82,17,1
82,18,0
82,19,1
82,20,1
82,21,1
82,22,1
82,23,0
82,24,0
82,25,1
82,26,1
82,27,1
82,28,1
82,29,0
82,30,1
82,31,0
82,32,1
82,33,0
82,34,1
82,35,0
82,36,0
82,37,1
82,38,0
82,39,0
82,40,1
82,41,0
82,42,0
82,43,1
82,44,0
82,45,0
82,46,0
82,47,0
82,48,1
82,49,1
82,50,0
82,51,0
82,52,1
82,53,1
82,54,0
82,55,1
82,56,1
82,57,0
82,58,1
82,59,0
82,60,1
82,61,0
82,62,0
82,63,1
82,64,1
82,65,1
82,66,0
82,67,0
82,68,0
82,69,0
82,70,0
82,71,0
82,72,0
82,73,1
82,74,1
82,75,1
82,76,0
82,77,1
82,78,0
82,79,0
82,80,0
82,81,0
82,82,0
82,83,1
82,84,0
82,85,0
82,86,1
82,87,0
82,88,0
82,89,1
82,90,1
82,91,0
82,92,1
82,93,1
82,94,1
82,95,1
82,96,0
82,97,1
82,98,0
82,99,1
82,100,1
82,101,1
82,102,0
82,103,0
82,104,0
82,105,1
82,106,1
82,107,0
82,108,1
82,109,1
82,110,1
82,111,0
82,112,0
82,113,0
82,114,0
82,115,1
82,116,1
82,117,1
82,118,1
82,119,1
82,120,0
82,121,0
82,122,0
82,123,0
82,124,0
82,125,1
82,126,0
82,127,1
82,128,0
82,129,0
82,130,1
82,131,1
82,132,0
82,133,1
82,134,0
82,135,1
82,136,0
82,137,0
82,138,1
82,139,1
82,140,0
82,141,1
82,142,0
82,143,0
83,1,0
83,2,0
83,3,1
83,4,0
83,5,1
83,6,0
83,7,0
83,8,0
83,9,1
83,10,1
83,11,1
83,12,0
83,13,0
83,14,0
83,15,1
83,16,0
83,17,0
83,18,0
83,19,0
83,20,1
83,21,1
83,22,0
83,23,0
83,24,0
83,25,0
83,26,1
83,27,0
83,28,1
83,29,0
83,30,0
83,31,0
83,32,0
83,33,1
83,34,0
83,35,1
83,36,1
83,37,0
83,38,0
83,39,1
83,40,1
83,41,0
83,42,0
83,43,1
83,44,1
83,45,0
83,46,1
83,47,1
83,48,1
83,49,1
83,50,1
83,51,0
83,52,1
83,53,0
83,54,0
83,55,1
83,56,0
83,57,1
83,58,0
83,59,1
83,60,1
83,61,0
83,62,0
83,63,1
83,64,0
83,65,0
83,66,1
83,67,1
83,68,1
83,69,1
83,70,1
83,71,0
83,72,1
83,73,0
83,74,1
83,75,0
83,76,1
83,77,0
83,78,1
83,79,1
83,80,0
83,81,0
83,82,0
83,83,0
83,84,0
83,85,0
83,86,1
83,87,1
83,88,0
83,89,1
83,90,0
83,91,0
83,92,0
83,93,0
83,94,0
83,95,0
83,96,1
83,97,1
83,98,0
83,99,0
83,100,1
83,101,0
83,102,0
83,103,0
83,104,1
83,105,1
83,106,0
83,107,0
83,108,1
83,109,1
83,110,1
83,111,1
83,112,0
83,113,1
83,114,0
83,115,1
83,116,1
83,117,1
83,118,0
83,119,1
83,120,1
83,121,1
83,122,1
83,123,0
83,124,0
83,125,0
83,126,1
83,127,0
83,128,0
83,129,0
83,130,0
83,131,0
83,132,0
83,133,1
83,134,0
83,135,1
83,136,1
83,137,0
83,138,1
83,139,0
83,140,1
83,141,1
83,142,0
83,143,1
84,1,1
84,2,0
84,3,1
84,4,0
84,5,0
84,6,1
84,7,0
84,8,0
84,9,0
84,10,1
84,11,0
84,12,0
84,13,1
84,14,1
84,15,1
84,16,0
84,17,0
84,18,0
84,19,1
84,20,0
84,21,1
84,22,0
84,23,0
84,24,0
84,25,0
84,26,1
84,27,1
84,28,0
84,29,1
84,30,1
84,31,1
84,32,1
84,33,0
84,34,1
84,35,0
84,36,0
84,37,1
84,38,0
84,39,0
84,40,1
84,41,0
84,42,1
84,43,1
84,44,1
84,45,1
84,46,1
84,47,0
84,48,1
84,49,0
84,50,0
84,51,0
84,52,0
84,53,1
84,54,0
84,55,0
84,56,0
84,57,0
84,58,1
84,59,1
84,60,0
84,61,0
84,62,0
84,63,0
84,64,0
84,65,0
84,66,1
84,67,1
84,68,1
84,69,0
84,70,0
84,71,0
84,72,0
84,73,0
84,74,1
84,75,1
84,76,0
84,77,1
84,78,1
84,79,0
84,80,1
84,81,0
84,82,1
84,83,0
84,84,1
84,85,0
84,86,0
84,87,1
84,88,1
84,89,0
84,90,0
84,91,1
84,92,1
84,93,0
84,94,0
84,95,1
84,96,1
84,97,1
84,98,0
84,99,0
84,100,0
84,101,0
84,102,0
84,103,0
84,104,0
84,105,1
84,106,0
84,107,0
84,108,0
84,109,1
84,110,1
84,111,0
84,112,0
84,113,1
84,114,0
84,115,0
84,116,0
84,117,1
84,118,0
84,119,0
84,120,1
84,121,0
84,122,0
84,123,0
84,124,1
84,125,0
84,126,0
84,127,1
84,128,1
84,129,1
84,130,0
84,131,1
84,132,0
84,133,0
84,134,1
84,135,0
84,136,1
84,137,0
84,138,0
84,139,0
84,140,0
84,141,0
84,142,0
84,143,1
85,1,1
85,2,1
85,3,1
85,4,1
85,5,1
85,6,1
85,7,1
85,8,1
85,9,0
85,10,0
85,11,0
85,12,0
85,13,1
85,14,0
85,15,0
85,16,0
85,17,0
85,18,1
85,19,0
85,20,1
85,21,1
85,22,1
85,23,0
85,24,0
85,25,1
85,26,0
85,27,0
85,28,0
85,29,1
85,30,1
85,31,0
85,32,1
85,33,1
85,34,1
85,35,1
85,36,0
85,37,0
85,38,1
85,39,0
85,40,0
85,41,0
85,42,1
85,43,0
85,44,0
85,45,1
85,46,1
85,47,1
85,48,1
85,49,1
85,50,0
85,51,1
85,52,0
85,53,1
85,54,0
85,55,1
85,56,0
85,57,0
85,58,1
85,59,1
85,60,1
85,61,1
85,62,0
85,63,1
85,64,0
85,65,1
85,66,0
85,67,0
85,68,1
85,69,1
85,70,1
85,71,0
85,72,1
85,73,1
85,74,0
85,75,0
85,76,0
85,77,0
85,78,1
85,79,1
85,80,1
85,81,0
85,82,1
85,83,0
85,84,1
85,85,1
85,86,1
85,87,0
85,88,1
85,89,1
85,90,1
85,91,1
85,92,1
85,93,0
85,94,1
85,95,0
85,96,0
85,97,0
85,98,0
85,99,1
85,100,0
85,101,0
85,102,0
85,103,1
85,104,0
85,105,0
85,106,1
85,107,1
85,108,1
85,109,0
85,110,1
85,111,1
85,112,1
85,113,1
85,114,0
85,115,1
85,116,1
85,117,1
85,118,1
85,119,0
85,120,1
85,121,0
85,122,1
85,123,0
85,124,1
85,125,0
85,126,1
85,127,0
85,128,0
85,129,1
85,130,0
85,131,0
85,132,0
85,133,1
85,134,0
85,135,1
85,136,1
85,137,0
85,138,1
85,139,1
85,140,0
85,141,1
85,142,0
85,143,0
86,1,1
86,2,1
86,3,0
86,4,1
86,5,0
86,6,0
86,7,0
86,8,1
86,9,1
86,10,1
86,11,1
86,12,0
86,13,0
86,14,0
86,15,1
86,16,1
86,17,1
86,18,1
86,19,0
86,20,1
86,21,1
86,22,0
86,23,0
86,24,0
86,25,1
86,26,1
86,27,0
86,28,1
86,29,1
86,30,1
86,31,1
86,32,1
86,33,0
86,34,1
86,35,0
86,36,1
86,37,1
86,38,0
86,39,0
86,40,1
86,41,1
86,42,1
